Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Supplementary Number 1,Supplementary Number 2,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount
2690,28/01/2008,21,40,18,43,42,38,30,27,0,0,0,0,8,1,39630.8,4953.85,134,18,72835.7,543.55,7493,821,182079.9,24.3,19021,1845,240615.65,12.65
2688,21/01/2008,27,45,37,24,4,35,28,6,1,0,1000000,1000000,4,0,47066.6,11766.65,128,16,86502.4,675.8,8074,1047,216383.2,26.8,21101,2676,285918.55,13.55
2686,14/01/2008,17,32,36,12,21,14,39,26,0,0,0,0,9,0,47869.2,5318.8,222,21,87978.6,396.3,10751,1207,219857.95,20.45,26208,3030,290908.8,11.1
2684,07/01/2008,2,18,44,4,43,23,42,20,2,0,1500000,750000,11,3,47108.05,4282.55,175,17,86581.25,494.75,9375,1024,216562.5,23.1,22643,2687,286433.95,12.65
2682,31/12/2007,45,23,11,33,14,19,22,40,2,0,1000000,500000,15,1,61436.25,4095.75,240,26,112908,470.45,12742,1446,282235.3,22.15,31923,3821,373499.1,11.7
2680,24/12/2007,21,23,22,3,45,37,18,41,1,1,2500000,2500000,8,0,49525.2,6190.65,156,28,91018.2,583.45,8914,1440,227752.7,25.55,22585,3545,301509.75,13.35
2678,17/12/2007,4,36,31,45,21,9,35,30,0,0,0,0,8,0,47987.6,5998.45,185,33,88189.5,476.7,8832,1182,220358.4,24.95,20732,2673,292321.2,14.1
2676,10/12/2007,26,22,3,45,27,35,7,5,2,0,1000000,500000,10,1,49229.5,4922.95,176,24,90472.8,514.05,9195,1192,226197,24.6,27905,3105,299978.75,10.75
2674,03/12/2007,14,38,16,3,30,18,35,44,0,0,0,0,15,4,48246,3216.4,223,29,88664.8,397.6,11163,1288,221585.55,19.85,24377,2716,293742.85,12.05
2672,26/11/2007,34,22,10,12,13,24,9,30,1,0,2000000,2000000,22,5,53770.2,2444.1,234,23,98818.2,422.3,12405,1269,246859.5,19.9,31814,3164,327684.2,10.3
2670,19/11/2007,21,41,34,44,20,40,4,32,0,0,0,0,4,0,48184.4,12046.1,170,16,88553,520.9,8968,1039,221509.6,24.7,22702,2497,292855.8,12.9
2668,12/11/2007,26,34,28,8,38,35,10,24,1,0,1000000,1000000,15,1,48515.25,3234.35,252,27,89157.6,353.8,10472,1089,223053.6,21.3,26277,2769,295616.25,11.25
2666,05/11/2007,2,21,18,26,32,31,12,24,0,0,0,0,11,0,49779.95,4525.45,181,26,91486.45,505.45,10410,1103,228499.5,21.95,30093,2996,302434.65,10.05
2664,29/10/2007,21,2,31,33,12,43,24,42,1,0,1000000,1000000,7,0,47553.45,6793.35,225,16,87390,388.4,9796,1055,218450.8,22.3,22009,2713,289418.35,13.15
2662,22/10/2007,10,37,19,6,7,31,21,13,1,0,1500000,1500000,16,1,47532,2970.75,246,27,87354.6,355.1,13299,1276,218103.6,16.4,36567,3408,288879.3,7.9
2660,15/10/2007,41,7,35,11,25,13,18,31,3,1,1000000.02,333333.34,8,1,47462.8,5932.85,286,38,87230,305,12849,1289,217790.55,16.95,30665,3090,288251,9.4
2658,08/10/2007,20,13,2,15,41,24,17,6,0,0,0,0,14,2,48622.7,3473.05,161,20,89363.05,555.05,9061,1091,223353.65,24.65,28531,3087,295295.85,10.35
2656,01/10/2007,41,20,10,3,37,7,27,29,2,0,1000000,500000,14,2,38913,2779.5,205,19,71514.25,348.85,8934,833,178680,20,26797,2289,237153.45,8.85
2654,24/09/2007,21,10,16,4,25,20,26,40,0,0,0,0,19,1,51109.05,2689.95,301,31,93927.05,312.05,13669,1449,235106.8,17.2,32295,3138,310032,9.6
2652,17/09/2007,12,18,32,19,40,25,7,41,4,0,1500000,375000,13,1,49524.15,3809.55,221,27,91018.85,411.85,10860,1056,227517,20.95,26983,2802,300860.45,11.15
2650,10/09/2007,12,19,26,38,42,17,35,9,2,0,2031435.68,1015717.84,12,1,50066.4,4172.2,174,20,92011.2,528.8,10477,1191,229970.15,21.95,27698,3170,304678,11
2648,03/09/2007,34,5,7,25,36,11,27,1,0,0,0,0,21,0,55659.45,2650.45,293,25,102286.3,349.1,14887,1278,256056.4,17.2,38950,3512,338865,8.7
2646,27/08/2007,28,17,9,36,15,38,7,12,0,0,0,0,12,1,49422,4118.5,175,19,90833.75,519.05,10221,1162,226906.2,22.2,30350,3463,300465,9.9
2644,20/08/2007,10,24,42,3,9,8,44,2,1,0,1500000,1500000,7,2,51111.55,7301.65,238,16,93938.6,394.7,11871,1238,235045.8,19.8,28661,3067,310971.85,10.85
2642,13/08/2007,30,29,28,15,25,7,8,1,1,0,1000000,1000000,23,2,50091.7,2177.9,290,32,92060.5,317.45,13344,1300,230184,17.25,32726,3353,304351.8,9.3
2640,06/08/2007,28,45,17,35,23,16,21,19,0,0,0,0,7,1,49445.2,7063.6,169,17,90871.3,537.7,8477,1034,227183.6,26.8,24794,2762,301247.1,12.15
2638,30/07/2007,36,34,18,44,43,5,30,41,0,0,0,0,9,1,51510.6,5723.4,140,19,94668,676.2,9845,1044,236772.25,24.05,25587,2557,313440.75,12.25
2636,23/07/2007,11,38,3,45,27,16,7,2,0,0,0,0,16,2,49547.2,3096.7,173,16,91058.55,526.35,9879,1052,227710.95,23.05,29700,3155,301455,10.15
2634,16/07/2007,8,2,20,44,6,35,12,45,1,0,1000000,1000000,7,0,47583.55,6797.65,187,20,87450.55,467.65,11042,1145,218631.6,19.8,25646,2850,289799.8,11.3
2632,09/07/2007,3,21,6,32,4,36,18,22,0,0,0,0,14,1,49352.8,3525.2,185,22,90705.5,490.3,10893,1133,226574.4,20.8,29439,3008,300277.8,10.2
2630,02/07/2007,32,1,6,41,44,11,24,2,0,0,0,0,13,2,48767.55,3751.35,182,23,89625.9,492.45,9735,1080,223905,23,23804,2752,296359.8,12.45
2628,25/06/2007,11,6,33,29,14,23,17,7,5,0,1500000,300000,19,2,54798.85,2884.15,319,26,100708.3,315.7,14784,1192,252067.2,17.05,39545,3335,334155.25,8.45
2626,18/06/2007,19,5,44,28,32,14,20,24,2,0,1000000,500000,11,0,49819.55,4529.05,246,26,91561.2,372.2,12490,1145,229191.5,18.35,27939,2526,303138.15,10.85
2624,11/06/2007,29,12,44,3,31,38,26,10,0,0,0,0,10,1,40708.5,4070.85,132,23,74817.6,566.8,7940,1002,186987,23.55,22706,2557,247495.4,10.9
2622,04/06/2007,26,23,34,22,38,27,31,36,0,0,0,0,14,1,46316.9,3308.35,189,6,85125.6,450.4,10120,680,213026,21.05,25889,1558,282190.1,10.9
2620,28/05/2007,20,45,18,1,10,41,9,24,0,0,0,0,12,1,49585.8,4132.15,157,30,91130.65,580.45,9439,1124,227951.85,24.15,22933,2571,301568.95,13.15
2618,21/05/2007,5,1,18,22,30,28,38,17,3,1,1000000.02,333333.34,7,1,47540.5,6791.5,302,25,87368.6,289.3,13440,1171,218400,16.25,30347,2693,289813.85,9.55
2616,14/05/2007,42,31,2,43,37,7,33,26,1,0,1500000,1500000,7,2,51359,7337,160,24,94392,589.95,9684,1241,235805.4,24.35,25183,2737,312269.2,12.4
2614,07/05/2007,1,9,26,28,40,20,12,39,3,2,1000000.02,333333.34,12,3,47947.8,3995.65,233,13,88120.6,378.2,10814,999,220064.9,20.35,26919,2499,292071.15,10.85
2612,30/04/2007,15,9,39,40,33,35,45,20,1,0,1500000,1500000,6,4,49518,8253,166,20,91009.5,548.25,9666,1044,227634.3,23.55,22158,2777,301348.8,13.6
2610,23/04/2007,2,13,4,27,1,41,40,15,2,0,1000000,500000,13,3,49643.1,3818.7,207,17,91235.25,440.75,11197,1073,227858.95,20.35,26615,2693,302080.25,11.35
2608,16/04/2007,45,36,10,7,2,32,24,33,0,0,0,0,13,5,55377.4,4259.8,198,47,101772,514,10296,1482,254311.2,24.7,26081,3299,336444.9,12.9
2606,09/04/2007,12,20,19,44,28,32,34,43,0,0,0,0,7,0,39248.65,5606.95,175,4,72135,412.2,12421,962,180104.5,14.5,19082,1548,238525,12.5
2604,02/04/2007,35,6,2,23,20,38,36,43,4,0,1000000,250000,9,0,49553.1,5505.9,270,19,91071,337.3,11433,975,227516.7,19.9,23854,2317,301753.1,12.65
2602,26/03/2007,6,11,9,2,39,25,10,15,2,0,1000000,500000,10,2,48748,4874.8,279,25,89586.9,321.1,13239,1199,223739.1,16.9,31335,2689,296115.75,9.45
2600,19/03/2007,1,20,2,35,14,3,13,37,0,0,0,0,6,1,49966.8,8327.8,176,14,91828,521.75,10919,975,229844.95,21.05,26669,2493,304026.6,11.4
2598,12/03/2007,45,33,10,23,3,16,18,39,2,1,2519900.62,1259950.31,8,0,50600.4,6325.05,144,19,92995.2,645.8,9243,1144,232461.45,25.15,23684,3119,307892,13
2596,05/03/2007,22,7,40,34,5,3,44,1,0,0,0,0,14,0,47414.5,3386.75,221,11,87140.3,394.3,11383,643,217984.45,19.15,29431,1593,288423.8,9.8
2594,26/02/2007,27,16,43,2,18,24,28,36,1,1,1000000,1000000,9,1,49949.55,5549.95,186,18,91800.3,493.55,10519,984,229314.2,21.8,27491,3380,303775.55,11.05
2592,19/02/2007,37,12,20,2,14,29,22,42,0,0,0,0,14,1,50079.4,3577.1,261,20,92041.65,352.65,12450,1092,230325,18.5,28765,2531,304909,10.6
2590,12/02/2007,8,9,31,32,14,15,42,18,0,0,0,0,7,2,47594.05,6799.15,197,21,87468,444,9183,839,218555.4,23.8,23075,2319,289591.25,12.55
2588,05/02/2007,27,12,10,1,33,39,5,43,1,0,1000000,1000000,6,2,48457.2,8076.2,182,17,89052.6,489.3,10643,868,222438.7,20.9,26862,2388,294138.9,10.95
2586,29/01/2007,33,24,42,36,11,35,23,34,0,0,0,0,5,0,48328.25,9665.65,138,11,88816.8,643.6,8965,919,221883.75,24.75,24992,2627,293656,11.75
2584,22/01/2007,20,17,4,6,10,23,43,45,1,0,1000000,1000000,9,0,48269.25,5363.25,357,32,88714.5,248.5,14317,1163,221913.5,15.5,20273,2274,293958.5,14.5
2582,15/01/2007,32,24,12,26,45,27,28,14,1,0,1500000,1500000,5,2,52132,10426.4,138,24,95813.4,694.3,8822,937,239517.3,27.15,24899,2643,317462.25,12.75
2580,08/01/2007,45,26,4,44,5,15,35,19,2,0,1000000,500000,9,0,52160.85,5795.65,158,13,95866.5,606.75,8741,882,239503.4,27.4,27596,2676,317354,11.5
2578,01/01/2007,39,10,16,4,29,25,30,43,3,0,999999.99,333333.33,8,2,42111.2,5263.9,173,10,77391.55,447.35,9643,520,193342.15,20.05,20353,1194,256447.8,12.6
2576,25/12/2006,35,19,43,5,45,29,31,41,0,0,0,0,9,1,40395.6,4488.4,197,19,74239.45,376.85,8566,821,185453.9,21.65,18745,1983,245559.5,13.1
2574,18/12/2006,36,28,11,15,29,37,31,42,0,0,0,0,11,1,48329.6,4393.6,197,16,88817.45,450.85,11126,965,221963.7,19.95,25401,2424,293381.55,11.55
2572,11/12/2006,24,20,12,45,39,1,17,10,2,0,2000000,1000000,7,2,49283.85,7040.55,137,15,90577.55,661.15,8061,903,226514.1,28.1,22984,2706,299941.2,13.05
2570,04/12/2006,38,45,19,36,9,42,1,28,0,0,0,0,10,0,49237,4923.7,131,15,90488.25,690.75,8587,1062,226267.45,26.35,22459,2515,299827.65,13.35
2568,27/11/2006,32,9,1,24,30,45,40,15,0,0,0,0,9,1,55349.55,6149.95,141,16,101724.45,721.45,9347,838,254238.4,27.2,25891,2245,336583,13
2566,20/11/2006,4,3,12,27,10,35,1,25,2,0,1000000,500000,8,0,52828.4,6603.55,325,21,97093.75,298.75,14722,1176,242913,16.5,34075,2926,322008.75,9.45
2564,13/11/2006,28,34,26,41,23,19,25,6,1,0,1000000,1000000,10,0,48609,4860.9,172,18,89336.8,519.4,9799,974,223417.2,22.8,25310,2407,296127,11.7
2562,06/11/2006,34,45,9,18,35,33,2,42,1,0,2595408.57,2595408.57,5,0,52509.5,10501.9,138,24,96503.4,699.3,7838,937,241410.4,30.8,21238,2457,319631.9,15.05
2560,30/10/2006,38,11,32,2,31,26,23,40,0,0,0,0,12,0,50878.2,4239.85,207,23,93501.9,451.7,10874,943,233791,21.5,27113,2456,309088.2,11.4
2558,23/10/2006,27,5,7,1,42,34,37,14,1,0,1000000,1000000,12,0,49079.4,4089.95,209,16,90204.4,431.6,10325,973,225601.25,21.85,29419,2462,298602.85,10.15
2556,16/10/2006,1,11,38,31,35,23,26,13,2,0,1500000,750000,9,0,50406.75,5600.75,206,18,92638.2,449.7,10844,955,231519.4,21.35,30793,2766,306390.35,9.95
2554,09/10/2006,20,8,22,9,19,7,40,11,1,0,1000000,1000000,13,0,51757.55,3981.35,383,33,95118.05,248.35,15613,1370,238098.25,15.25,38709,3279,315478.35,8.15
2552,02/10/2006,39,24,18,41,30,32,27,10,0,0,0,0,6,1,38386.2,6397.7,126,14,70547.4,559.9,6110,590,176273.5,28.85,17433,1502,233602.2,13.4
2550,25/09/2006,7,39,45,22,26,13,12,10,0,0,0,0,11,2,49807.45,4527.95,242,43,91536.5,378.25,10662,1235,228699.9,21.45,27885,2830,302552.25,10.85
2548,18/09/2006,32,38,8,12,29,31,37,11,1,0,1500000,1500000,8,1,49859.6,6232.45,171,14,91630.35,535.85,9977,1000,228972.15,22.95,26636,2454,303650.4,11.4
2546,11/09/2006,7,36,23,34,38,13,31,29,2,0,1500000,750000,14,0,49362.6,3525.9,271,19,90717.25,334.75,12652,1059,227103.4,17.95,30904,2655,299768.8,9.7
2544,04/09/2006,15,31,44,16,29,32,20,37,2,1,1500000,750000,10,1,54187,5418.7,203,27,99581.65,490.55,9244,1062,249125.8,26.95,24753,2611,329214.9,13.3
2542,28/08/2006,10,35,2,15,8,26,22,21,1,0,2581085.28,2581085.28,27,3,52525.8,1945.4,248,23,96534,389.25,13386,1289,241617.3,18.05,36543,3208,319751.25,8.75
2540,21/08/2006,36,24,3,31,30,13,38,33,0,0,0,0,14,1,49848.4,3560.6,213,22,91611.3,430.1,11998,1086,229161.8,19.1,28399,2548,302449.35,10.65
2538,14/08/2006,18,4,29,21,16,26,7,41,3,1,1500000,500000,18,3,50678.1,2815.45,307,35,93143.8,303.4,13814,1304,232765.9,16.85,30844,2719,308440,10
2536,07/08/2006,38,35,25,7,27,18,34,19,1,0,1000000,1000000,7,1,49575.05,7082.15,203,12,91106.4,448.8,12452,951,227871.6,18.3,29367,2403,301011.75,10.25
2534,31/07/2006,36,37,3,42,32,40,7,18,2,1,2555051.54,1277525.77,9,2,52950.15,5883.35,161,18,97316.45,604.45,9500,915,243200,25.6,26534,2387,322388.1,12.15
2532,24/07/2006,34,19,39,31,18,27,25,37,0,0,0,0,10,1,49033.5,4903.35,181,18,90119.9,497.9,10381,956,225267.7,21.7,27148,2520,298628,11
2530,17/07/2006,19,39,17,21,36,26,42,33,1,0,1000000,1000000,14,1,49818.3,3558.45,201,16,91555.5,455.5,10848,930,228892.8,21.1,25622,2528,302339.6,11.8
2528,10/07/2006,6,18,30,12,22,20,1,26,1,0,1000000,1000000,22,1,49897.1,2268.05,380,17,91694,241.3,17519,1137,229498.9,13.1,35325,2569,303795,8.6
2526,03/07/2006,6,27,13,10,35,21,34,43,1,0,2144056.62,2144056.62,25,1,50018.75,2000.75,359,24,91921.95,256.05,15340,1053,230100,15,30168,2285,304696.8,10.1
2524,26/06/2006,20,2,10,11,26,24,44,43,0,0,775097.57,0,14,0,57436.4,4102.6,377,23,105560,280,16064,1037,264252.8,16.45,29165,2073,349980,12
2522,19/06/2006,16,42,21,37,24,29,4,3,0,0,0,0,8,2,51932,6491.5,191,23,95442.7,499.7,10131,835,238585.05,23.55,27289,2338,315187.95,11.55
2520,12/06/2006,9,2,19,25,10,24,11,16,2,1,1500000,750000,24,1,42328.8,1763.7,264,23,77787.6,294.65,12003,1044,194448.6,16.2,29672,2951,256662.8,8.65
2518,05/06/2006,15,43,20,28,13,12,21,31,1,0,2000000,2000000,11,0,50205.1,4564.1,193,9,92273.3,478.1,11225,666,230673.75,20.55,29189,1411,305025.05,10.45
2516,29/05/2006,36,39,35,45,5,2,9,30,0,0,0,0,6,1,49381.2,8230.2,131,18,90756.8,692.8,7231,794,227053.4,31.4,21634,2117,300712.6,13.9
2514,22/05/2006,17,36,14,34,3,5,28,20,0,0,0,0,9,1,54702.9,6078.1,236,20,100536,426,11428,1091,251416,22,32361,2852,333318.3,10.3
2512,15/05/2006,1,8,32,24,22,6,17,31,0,0,0,0,14,0,54548.9,3896.35,265,21,100249.5,378.3,13353,926,250368.75,18.75,30830,2381,331422.5,10.75
2510,08/05/2006,30,26,17,36,27,7,14,38,0,0,0,0,21,0,50090.25,2385.25,220,10,92059,418.45,13277,1009,230355.95,17.35,32386,2294,304428.4,9.4
2508,01/05/2006,31,40,35,11,33,27,7,14,1,0,1000000,1000000,14,0,52525.2,3751.8,229,5,96534.95,421.55,11875,776,241062.5,20.3,32699,1827,318815.25,9.75
